"","Ticker","Owner","Relationship","Date","Transaction","Cost","NumShares","ValueDollar","NumSharesTotal","SECForm4"
"266","DK","Staskus Nilah","EVP, Chief Accounting Officer",18691,"Sale",24.95,100,2495,8711,NA
"267","PNM","Apodaca Patrick V","SVP, GEN COUNSEL & SECY",18691,"Option Exercise",0,11644,0,81193,NA
"268","PNM","Eldred Charles N","EVP Corp Development & Finance",18691,"Option Exercise",0,22951,0,133855,NA
"269","PNM","COLLAWN PATRICIA K","CHAIRMAN, PRESIDENT AND CEO",18691,"Option Exercise",0,80507,0,625288,NA
"270","PNM","TARRY JOSEPH DON","SVP, and CFO",18691,"Option Exercise",0,6923,0,19695,NA
"271","PNM","OLSON CHRIS M","SVP, UTILITY OPERATIONS",18691,"Option Exercise",0,8578,0,19962,NA
"272","PNM","Monroy Henry E","VP & Corporate Controller",18691,"Option Exercise",0,2191,0,3749,NA
"273","SNOW","ICONIQ Strategic Partners V, L","10% Owner",18694,"Buy",234.24,11626,2723330,152336,NA
"274","SNOW","ICONIQ Strategic Partners V, L","10% Owner",18694,"Buy",234.24,17911,4195559,234670,NA
"275","PNM","Darnell Ronald N.","SVP, PUBLIC POLICY",18691,"Option Exercise",0,9102,0,35969,NA
"276","SNOW","ICONIQ Strategic Partners V, L","10% Owner",18691,"Buy",234.57,1146,268812,83807,NA
"277","SNOW","ICONIQ Strategic Partners V, L","10% Owner",18691,"Buy",234.57,1766,414243,129105,NA
"278","SNOW","ICONIQ Strategic Partners V, L","10% Owner",18694,"Buy",224.1,56903,12752132,140710,NA
"279","SNOW","ICONIQ Strategic Partners V, L","10% Owner",18694,"Buy",224.1,87654,19643515,216759,NA
"280","CAG","Batcheler Colleen","EVP Gen Counsel & Corp Secty",18694,"Sale",36,9931,357516,159943,NA
"281","BCEI","Tinsley Dean","SVP, Operations",18694,"Sale",38.2,1992,76088,32873,NA
"282","SLQT","GRANT W THOMAS II","Director",18694,"Sale",27.5,2e+06,5.5e+07,694744,NA
"283","KALU","Weaver Brant","VP - Strategic Development",18694,"Sale",115.41,378,43625,5231,NA
"284","UEIC","CHAHIL SATJIV S","Director",18695,"Sale",62.39,2000,124780,114811,NA
"285","PFSI","KURLAND FAMILY INVESTMENTS, LL","10% Owner",18694,"Sale",63.13,41750,2635628,7439740,NA
"286","REYN","GOTTSCHALK MARLA C","Director",18691,"Option Exercise",0,4335,0,4335,NA
"287","AMH","HUGHES B WAYNE ET AL","10% Owner",18694,"Buy",26.55,1880,49914,8300,NA
"288","GTN","Latek Kevin Paul","EVP Chief L & D Officer",18694,"Sale",20,11897,237940,241671,NA
"289","LUV","Jordan Robert E","EVP Corporate Services",18694,"Sale",59.98,28795,1727196,141296,NA
"290","VRSK","Daffan Nicholas","Chief Information Officer",18694,"Option Exercise",62.63,9334,584625,29974,NA
"291","VRSK","Daffan Nicholas","Chief Information Officer",18694,"Sale",169.58,5768,978137,24206,NA
"292","ENPH","Branderiz Eric","EVP & Chief Financial Officer",18694,"Sale",143.35,21045,3016702,207025,NA
"293","AMCX","DOLAN JAMES LAWRENCE","Member of 13(d) Group",18691,"Sale",68.94,66719,4599466,1250,NA
"294","AMCX","Sweeney Brian","Trustee of 13(d) Group Member",18691,"Sale",68.84,27793,1913262,0,NA
"295","AMCX","Sweeney Brian","Trustee of 13(d) Group Member",18691,"Sale",68.84,7675,528345,0,NA
"296","CWK","Soloway Brett","See Remarks",18693,"Option Exercise",0,6723,0,98234,NA
"297","AMCX","CHARLES F. DOLAN CHILDREN TRUS","Member of 13(d) Group",18694,"Sale",66.96,47864,3204887,0,NA
"298","AMCX","DOLAN KATHLEEN MARGARET","Member of 13(d) Group",18694,"Sale",66.96,47864,3204887,175000,NA
"299","PMT","Stewart Stacey D.","Director",18691,"Sale",18.74,667,12500,33877,NA
"300","CWK","TEXTER LEN","Global Controller and CAO",18693,"Option Exercise",0,3782,0,8199,NA
"301","CWK","Robinson Nathaniel","See Remarks",18693,"Option Exercise",0,4202,0,61735,NA
"302","CWK","Forrester John","Global President",18693,"Option Exercise",0,21009,0,198075,NA
"303","JMP","WEDBUSH SECURITIES INC","Possible Member of 10% Group",18691,"Buy",5.09,3800,19341,2085000,NA
"304","JMP","WEDBUSH SECURITIES INC","Possible Member of 10% Group",18691,"Buy",5.09,3800,19341,2085000,NA
"305","JMP","WEDBUSH SECURITIES INC","Possible Member of 10% Group",18694,"Buy",5.19,1000,5190,2086000,NA
"306","JMP","WEDBUSH SECURITIES INC","Possible Member of 10% Group",18694,"Buy",5.19,1000,5190,2086000,NA
"307","VRRM","MILLER GARRETT FRISTOE","Executive Vice President",18691,"Option Exercise",0,1337,0,4772,NA
"308","VRRM","COLLINS REBECCA","General Counsel",18691,"Option Exercise",0,1664,0,24883,NA
"309","SWBI","Smith Mark Peter","See remarks.",18694,"Buy",16.71,1496,25006,149186,NA
"310","ZM","Steckelberg Kelly","Chief Financial Officer",18691,"Sale",334.72,20000,6694384,0,NA
"311","VRRM","Chiodo Patricia","Chief Financial Officer",18691,"Option Exercise",0,3328,0,171832,NA
"312","CRVL","CLEMONS V GORDON","Chairman of the Board",18691,"Sale",104.5,1500,156743,636250,NA
"313","CRVL","CLEMONS V GORDON","Chairman of the Board",18695,"Sale",106.23,500,53115,635750,NA
"314","VRRM","ROBERTS DAVID MARTIN","President and CEO",18691,"Option Exercise",0,9568,0,515383,NA
"315","HPE","MAY ALAN RICHARD","EVP, Chief People Officer",18691,"Option Exercise",8.69,343017,2981160,476565,NA
"316","HPE","MAY ALAN RICHARD","EVP, Chief People Officer",18691,"Sale",14.31,343017,4908951,249516,NA
"317","GDOT","Osher Jeffrey","Director",18691,"Sale",45.6,72980,3328182,104010,NA
"318","PFHD","Schimmel Lawrence","Director",18694,"Sale",17.98,300,5394,25714,NA
"319","AIRC","Kimmel Keith M","President, Property Operations",18694,"Sale",41.88,17000,711979,27115,NA
"320","MDLA","Carducci Elizabeth","Chief Revenue Officer",18694,"Option Exercise",0.16,125001,20000,819087,NA
"321","SFM","Lombardi Brandon F.","Chief Legal Officer",18691,"Sale",23.86,929,22167,29863,NA
"322","SFM","Lombardi Brandon F.","Chief Legal Officer",18694,"Sale",23.8,4482,106672,38397,NA
"323","CBNK","ASHMAN STEPHEN N","Director",18695,"Sale",19.89,10000,198900,408135,NA
"324","SFM","McGlinchey David","Chief Format Officer",18691,"Sale",23.86,830,19805,21259,NA
"325","SFM","McGlinchey David","Chief Format Officer",18694,"Sale",23.8,699,16636,20560,NA
"326","SFM","Sanders Dan J","Chief Operations Officer",18691,"Sale",23.86,881,21021,13324,NA
"327","SFM","Sanders Dan J","Chief Operations Officer",18694,"Sale",23.8,4489,106838,21851,NA
"328","REYN","NOLL RICHARD A","Director",18691,"Option Exercise",0,6502,0,6502,NA
"329","REYN","Mayrhofer Chris","VP, Controller & CAO",18691,"Option Exercise",0,1042,0,1042,NA
"330","REYN","MITCHELL V LANCE","President and CEO",18691,"Option Exercise",0,10770,0,41312,NA
"331","REYN","Cappel Craig E.","President, Reynolds Cook&Bake",18691,"Option Exercise",0,1934,0,3878,NA
"332","REYN","Buckner Judith K.","President, Presto Products",18691,"Option Exercise",0,1439,0,2885,NA
"333","REYN","Pace Stephan M.","President, Walmart/Sams&eComm",18691,"Option Exercise",0,1878,0,3766,NA
"334","REYN","Bishop Rachel Rothe","President, Hefty Tableware",18691,"Option Exercise",0,1717,0,3445,NA
"335","REYN","Graham Michael E.","Chief Financial Officer",18691,"Option Exercise",0,3329,0,9433,NA
"336","REYN","Smith Lisa M","President, Hefty Waste&Storage",18691,"Option Exercise",0,416,0,416,NA
"337","BMRN","GREY MICHAEL G","Director",18691,"Option Exercise",26.49,5000,132450,47840,NA
"338","BMRN","GREY MICHAEL G","Director",18691,"Sale",76.28,5000,381400,42840,NA
"339","AB","Cranch Laurence E","Chief Legal Officer",18694,"Sale",37.71,9154,345197,0,NA
"340","BLI","Rothman James","Director",18691,"Sale",52.75,140000,7385000,138845,NA
"341","UNM","Pashley Cherie","SVP, Chief Accounting Officer",18691,"Sale",27.36,5000,136800,17285,NA
"342","SBGI","FABER BARRY","Pres.,Dist.& Network Relations",18691,"Sale",36.41,3497,127333,0,NA
"343","SBAC","BAGWELL KURT L","EVP; Pres. - International",18695,"Sale",246.09,4278,1052773,30949,NA
"344","TDOC","Verstraete Stephany","Chief Marketing Officer",18691,"Sale",183.18,4463,817550,22278,NA
"345","SBAC","LANGER JACK","Director",18691,"Option Exercise",96.8,2202,213154,2707,NA
"346","GMRE","Busch Jeffrey","Chairman, President and CEO",18694,"Buy",13.81,1750,24168,40490,NA
"347","TRMB","Gabriel Kaigham","Director",18690,"Sale",71.62,4356,311961,8500,NA
"348","TDOC","Vandervoort Adam C","Chief Legal Officer, Secretary",18691,"Sale",183.18,4165,762961,9585,NA
"349","TDOC","Turitz Andrew","SVP - Business Development",18691,"Sale",185.29,2666,493972,8749,NA
"350","TDOC","Turitz Andrew","SVP - Business Development",18694,"Sale",188.15,1193,224463,7556,NA
"351","CRM","Tallapragada Srinivas","Pres/Chief Engineering Officer",18694,"Option Exercise",80.99,5000,404950,51242,NA
"352","CRM","Tallapragada Srinivas","Pres/Chief Engineering Officer",18694,"Sale",213,5000,1065000,46242,NA
"353","CTXS","HOUGH PAUL J.","EVP & Chief Product Officer",18694,"Sale",135,2000,270000,90347,NA
"354","TDOC","Trencher Daniel","SVP Corporate Strategy",18691,"Sale",183.18,2383,436527,13739,NA
"355","ZM","Eschenbach Carl M.","Director",18694,"Sale",324.8,17792,5778833,13295,NA
"356","ZM","Eschenbach Carl M.","Director",18691,"Sale",334.52,37400,12511130,37403,NA
"357","ZM","Eschenbach Carl M.","Director",18694,"Sale",310.87,6316,1963464,31087,NA
"358","PXD","SHEFFIELD SCOTT D","Chief Executive Officer",18691,"Option Exercise",113.76,36232,4121752,456949,NA
"359","PXD","SHEFFIELD SCOTT D","Chief Executive Officer",18691,"Sale",162.73,29882,4862716,427067,NA
"360","TDOC","GOREVIC JASON N","Chief Executive Officer",18691,"Option Exercise",15.78,12674,199993,560970,NA
"361","TDOC","GOREVIC JASON N","Chief Executive Officer",18691,"Sale",183.18,20220,3703980,548296,NA
"362","LGIH","Snider Michael Larry","President and COO",18694,"Sale",130.26,3850,501493,117757,NA
"363","UNM","Arnold Timothy Gerald","EVP, VB & President, Colonial",18691,"Sale",28.53,7000,199717,79312,NA
"364","PB","Fisk George A.","Director",18694,"Sale",78.17,2000,156333,95744,NA
"365","SHW","Sewell David B","President and COO",18691,"Option Exercise",238.79,11291,2696149,19105,NA
"366","SHW","Sewell David B","President and COO",18691,"Sale",663.17,10244,6793481,8861,NA
"367","OSBC","Ladowicz John","Director",18694,"Sale",13.76,14500,199520,219777,NA
"368","XEC","Burford G Mark","SVP & Chief Financial Officer",18694,"Sale",67.13,5000,335673,174528,NA
"369","ROK","Kulaszewicz Frank C","SVP",18694,"Option Exercise",192.86,100,19286,19462,NA
"370","ROK","Kulaszewicz Frank C","SVP",18694,"Sale",255.14,100,25514,19362,NA
"371","SBSI","DAVIS SUNI M","CHIEF RISK OFFICER",18695,"Option Exercise",16.81,810,13616,4926,NA
"372","SBSI","DAVIS SUNI M","CHIEF RISK OFFICER",18695,"Sale",40,810,32400,4116,NA
"373","FOLD","Quimi Daphne","Chief Financial Officer",18691,"Option Exercise",2.94,16628,48886,275998,NA
"374","PDCE","Lauck Lance","EVP, Corp. Dev. & Strategy",18694,"Sale",37.45,3000,112350,166852,NA
"375","GPI","DeLongchamps Peter C","Sr. VP, Financial Svcs/Mfr Rel",18694,"Sale",163.86,5000,819282,33313,NA
"376","PDCE","Crisafio Anthony J","Director",18694,"Sale",37.78,5000,188900,9036,NA
"377","TMDX","Khayal Tamer I","Chief Commercial Officer",18694,"Option Exercise",0.28,20000,5600,66076,NA
"378","TMDX","Khayal Tamer I","Chief Commercial Officer",18691,"Option Exercise",0.36,20000,7200,66076,NA
"379","TMDX","Khayal Tamer I","Chief Commercial Officer",18691,"Sale",30.9,20000,618099,46076,NA
"380","TMDX","Khayal Tamer I","Chief Commercial Officer",18694,"Sale",32,20000,640000,46076,NA
"381","GHL","Ferro Kevin","Director",18691,"Buy",14.85,500,7425,500,NA
"382","GHL","Ferro Kevin","Director",18695,"Buy",14.5,4244,61538,4744,NA
"383","PXD","DEALY RICHARD P","President and COO",18691,"Option Exercise",113.76,12078,1373993,137506,NA
"384","PXD","DEALY RICHARD P","President and COO",18691,"Sale",163.24,9890,1614488,127616,NA
"385","TCMD","Moen Brent","Chief Financial Officer",18691,"Sale",47.33,174,8235,25691,NA
"386","LOV","Canaan VIII LP","10% Owner",18691,"Sale",4.88,1818,8875,3316671,NA
"387","TCMD","Rishe Bryan","SVP, Sales",18691,"Sale",47.15,196,9242,37567,NA
"388","TPH","BAUER DOUGLAS F.","Chief Executive Officer",18694,"Sale",20.31,62974,1279002,779136,NA
"389","TPH","KEELER GLENN J.","CFO, Treasurer and CAO",18695,"Sale",20.11,13169,264829,0,NA
"390","ILMN","TOUSI SUSAN H","SVP Product Development",18691,"Sale",402.24,800,321792,44943,NA
"391","PXD","Hall Jerome D JR","EVP, Operations",18694,"Sale",163.08,3600,587088,53333,NA
"392","SBGI","BOCHENEK DAVID R","Chief Accounting Officer",18691,"Sale",36.27,5789,209974,0,NA
"393","SBGI","BOCHENEK DAVID R","Chief Accounting Officer",18694,"Sale",37.74,9726,367015,603,NA
"394","AXP","Williams Anre D","Group Pres., GMNS",18691,"Option Exercise",65.68,80795,5306987,152822,NA
"395","AXP","Williams Anre D","Group Pres., GMNS",18691,"Sale",145.88,59352,8658270,93470,NA
"396","BSY","Griswold Kirk B.","Director",18691,"Option Exercise",3.73,20000,74600,562941,NA
"397","PXD","CHEATWOOD CHRIS J","EVP, Advisor to the Management",18694,"Sale",164.88,6200,1022281,44565,NA
"398","TAST","Perelman Matthew Terker","Director",18694,"Buy",6.6,75000,494738,181324,NA
"399","GRPN","Cooper Aaron Z.","Interim CEO",18691,"Option Exercise",0,4577,0,44939,NA
"400","GRPN","Thomas Melissa","Chief Financial Officer",18691,"Option Exercise",0,168,0,30766,NA
"401","GL","HUTCHISON LARRY M","Co-Chaiman & CEO",18695,"Option Exercise",53.61,13000,696930,728112,NA
"402","GL","HUTCHISON LARRY M","Co-Chaiman & CEO",18696,"Option Exercise",53.61,12000,643320,727112,NA
"403","GL","HUTCHISON LARRY M","Co-Chaiman & CEO",18696,"Sale",100.56,12000,1206720,715112,NA
"404","GL","HUTCHISON LARRY M","Co-Chaiman & CEO",18695,"Sale",100.63,13000,1308190,715112,NA
"405","SDGR","Sender Gary","Director",18694,"Option Exercise",10.55,28775,303479,28775,NA
"406","SDGR","Sender Gary","Director",18694,"Sale",66.55,28775,1914838,0,NA
"407","AVLR","McFarlane Scott M","See Remarks",18694,"Sale",135.7,6789,921267,604485,NA
"408","AVLR","McFarlane Scott M","See Remarks",18695,"Sale",141.3,15,2120,604470,NA
"409","RLMD","Shenouda Maged","CFO",18694,"Option Exercise",3.24,10000,32400,12228,NA
"410","RLMD","Shenouda Maged","CFO",18694,"Sale",35,100,3500,12128,NA
"411","RLMD","Shenouda Maged","CFO",18695,"Sale",35.56,7527,267693,4601,NA
"412","RLMD","Shenouda Maged","CFO",18696,"Sale",35.11,2373,83313,2228,NA
"413","SDGR","Lorton Kenneth Patrick","EVP & Chief Technology Officer",18695,"Option Exercise",15.19,5836,88628,53718,NA
"414","TRGP","WHALEN JAMES W","Director",18694,"Sale",35,10000,350000,171878,NA
"415","TRGP","WHALEN JAMES W","Director",18694,"Sale",35,30000,1050000,181799,NA
"416","SDGR","Friesner Richard","Director",18694,"Sale",65.94,12000,791279,528450,NA
"417","SDGR","Friesner Richard","Director",18694,"Sale",65.93,20000,1318681,734925,NA
"418","SDGR","Friesner Richard","Director",18695,"Sale",70.07,12000,840790,516450,NA
"419","SDGR","Friesner Richard","Director",18695,"Sale",70.08,15184,1064058,719741,NA
"420","SDGR","Friesner Richard","Director",18696,"Sale",72.37,4816,348548,714925,NA
"421","LYFT","Roberts Brian Keith","Chief Financial Officer",18694,"Sale",64.99,20000,1299779,1014621,NA
"422","VRM","Moran Patricia","CLO & Secretary",18695,"Sale",34.32,985,33801,40535,NA
"423","AVLR","Manning Daniel E.","VP & Chief Accounting Officer",18694,"Sale",135.07,213,28771,10463,NA
"424","AVLR","Manning Daniel E.","VP & Chief Accounting Officer",18695,"Sale",141.3,1,141,10462,NA
"425","AMGN","SUGAR RONALD D","Director",18696,"Option Exercise",71.64,1000,71640,16805,NA
"426","AMGN","SUGAR RONALD D","Director",18696,"Sale",231.53,1000,231530,15805,NA
"427","CAT","Long Suzette M","CLO/General Counsel",18694,"Option Exercise",137.91,52020,7173960,38369,NA
"428","CAT","Long Suzette M","CLO/General Counsel",18694,"Sale",219.67,59311,13028610,10549,NA
"429","CAT","Johnson Denise C","Group President",18694,"Option Exercise",138.09,60513,8356404,43919,NA
"430","CAT","Johnson Denise C","Group President",18694,"Sale",219.82,80695,17738397,0,NA
"431","TEN","METCALF JAMES S","Director",18694,"Buy",11.7,17100,200070,53304,NA
"432","AKAM","Karon Adam","COO & GM Edge Technology Group",18695,"Sale",98.4,5000,492000,35433,NA
"433","AKAM","Blumofe Robert","Chief Technology Officer",18695,"Sale",98.53,10000,985300,31786,NA
"434","GL","COLEMAN GARY L","Co-Chairman & CEO",18696,"Option Exercise",53.61,12000,643320,646702,NA
"435","GL","COLEMAN GARY L","Co-Chairman & CEO",18695,"Option Exercise",53.61,13000,696930,647702,NA
"436","GL","COLEMAN GARY L","Co-Chairman & CEO",18695,"Sale",100.52,13000,1306760,634702,NA
"437","GL","COLEMAN GARY L","Co-Chairman & CEO",18696,"Sale",100.56,12000,1206720,634702,NA
"438","AVLR","Mathradas Amit","See Remarks",18694,"Sale",135.94,1663,226068,108142,NA
"439","AVLR","Mathradas Amit","See Remarks",18695,"Sale",141.3,1,141,108141,NA
"440","TJX","LANE AMY B","Director",18695,"Sale",66.78,1500,100164,28311,NA
"441","ODC","JAFFEE DANIEL S","Chairman, President and CEO",18694,"Sale",37.65,6889,259401,0,NA
"442","ODC","JAFFEE DANIEL S","Chairman, President and CEO",18696,"Sale",37.6,4710,177096,0,NA
"443","UE","Eilberg Herbert","Chief Investment Officer",18694,"Sale",17.85,8000,142800,29721,NA
"444","LUMN","BOULET VIRGINIA","Director",18695,"Sale",14.22,6500,92430,76529,NA
"445","UNP","Rynaski Todd M.","VP & CONTROLLER",18694,"Option Exercise",107.3,7698,825995,17197,NA
"446","UNP","Rynaski Todd M.","VP & CONTROLLER",18694,"Sale",212,7698,1631976,9499,NA
"447","UNP","Whited Elizabeth F","EVP & CHIEF HR OFFICER",18694,"Option Exercise",107.3,1491,159984,34124,NA
"448","UNP","Whited Elizabeth F","EVP & CHIEF HR OFFICER",18694,"Sale",215,1491,320565,32633,NA
"449","EXP","Wentzel Steven L","President (American Gypsum)",18694,"Sale",129.44,3000,388320,13250,NA
"450","TRIL","Uger Robert","Chief Scientific Officer",18694,"Option Exercise",0.3,3646,1093,3646,NA
"451","TRIL","Uger Robert","Chief Scientific Officer",18694,"Sale",10.11,3646,36861,0,NA
"452","VRM","Jones David K.","Chief Financial Officer",18694,"Option Exercise",4.21,10000,42100,59813,NA
"453","VRM","Jones David K.","Chief Financial Officer",18694,"Sale",31.39,10000,313900,49813,NA
"454","HSII","Payne Sarah","Chief Human Resources Officer",18694,"Option Exercise",37.96,843,32000,5240,NA
"455","HSII","Payne Sarah","Chief Human Resources Officer",18695,"Option Exercise",36.95,3172,117205,7821,NA
"456","HSII","Harris Mark R","Chief Financial Officer",18694,"Option Exercise",37.96,3066,116385,8005,NA
"457","HSII","Harris Mark R","Chief Financial Officer",18695,"Option Exercise",36.95,8619,318472,13681,NA
"458","HSII","Coar Kamau","General Counsel and Secretary",18694,"Option Exercise",37.96,843,32000,5769,NA
"459","HSII","Coar Kamau","General Counsel and Secretary",18695,"Option Exercise",36.95,3131,115690,8360,NA
"460","HSII","Cullen Michael M","Chief Operating Officer",18694,"Option Exercise",37.96,3321,126065,18783,NA
"461","HSII","Cullen Michael M","Chief Operating Officer",18695,"Option Exercise",36.95,10781,398358,33341,NA
"462","AVLR","Tennenbaum Ross","See Remarks",18694,"Sale",136.03,1645,223769,78208,NA
"463","HSII","Bondi Stephen A","VP and Controller",18694,"Option Exercise",37.96,899,34126,15173,NA
"464","HSII","Bondi Stephen A","VP and Controller",18695,"Option Exercise",36.95,3021,111626,17549,NA
"465","HSII","Rajagopalan Krishnan","President and CEO",18694,"Option Exercise",37.96,7818,296771,107315,NA
"466","HSII","Rajagopalan Krishnan","President and CEO",18695,"Option Exercise",36.95,20583,760542,120750,NA
"467","ANAB","EcoR1 Capital, LLC","10% Owner",18694,"Buy",18.97,2777800,52694310,6620624,NA
